cycliste,sportif,age,sexe,nb_km,vitesse,attente
cycliste_azyoc,-0.5,44,homme,12.9582790858,15.7996375626,0.5
cycliste_azyiw,0,72,homme,6.97906231313,23.5864143202,0.5
cycliste_azqj2,0,69,femme,7.27546180663,13.6675669779,0.5
cycliste_azob0,0,46,femme,5.8104426606,16.1246198233,0.5
cycliste_azyin,2,67,homme,11.5718302112,11.2272769574,0.5
cycliste_azokl,4,23,femme,7.13807660375,18.7825590591,0.5
cycliste_azun4,6,18,homme,5.14636135696,32.7074874829,0.5
cycliste_azp28,6,36,femme,5.65306587479,23.7678388466,0.5
cycliste_azsfm,6,78,femme,14.1060023683,17.5877510727,0.5
cycliste_azod4,-0.5,30,homme,3.23081854022,19.2636478498,0.5
cycliste_azpv1,4,68,femme,11.1666865256,13.6609710338,0.5
cycliste_azojk,6,30,femme,9.32285706807,22.1781660537,0.5
cycliste_azp25,0,43,femme,6.13481615449,18.5966730467,0.5
cycliste_azu57,4,79,femme,7.15981373545,11.647980902,0.5
cycliste_azrys,6,52,femme,4.44086452707,14.1926693048,0.5
cycliste_azqsd,-0.5,73,homme,5.42078019245,11.9800297682,0.5
cycliste_azyd6,-0.5,57,femme,6.74640655924,9.74297954507,0.5
cycliste_azumx,4,57,homme,2.45419949264,16.8075737712,0.5
cycliste_aztm9,4,43,homme,1.41706271882,24.0490942106,0.5
cycliste_azoc1,4,34,homme,11.7020848535,33.2948869939,0.5
cycliste_azro6,4,28,homme,10.9680583562,24.989600016,0.5
cycliste_azemc,0,53,femme,6.56853421602,8.11746723135,0.5
cycliste_azqsh,-0.5,53,homme,5.49316218278,13.6819313425,0.5
cycliste_azqh3,4,69,homme,5.60483496752,20.9642636147,0.5
cycliste_azsdg,6,78,femme,9.30381388051,15.9892540124,0.5
cycliste_azyqk,0,46,femme,4.21673298855,15.7252495326,0.5
cycliste_azrof,6,35,femme,13.5473506086,20.7726975795,0.5
cycliste_azymb,4,20,homme,9.2035833033,26.9494899128,0.5
cycliste_azy89,6,24,femme,5.52908416589,25.1716423137,0.5
cycliste_azudh,4,59,femme,8.84125021726,14.1914954777,0.5
cycliste_azodf,6,46,homme,5.74448621313,30.7465297654,0.5
cycliste_azyj7,0,57,femme,5.4400149593,11.2205745156,0.5
cycliste_azrq8,2,27,homme,11.2331333337,30.6154556945,0.5
cycliste_azifb,-0.5,35,femme,8.30698950364,14.9545030917,0.5
cycliste_azeug,6,56,femme,7.31858019754,13.7943001726,0.5
cycliste_azupd,4,27,homme,4.74870615869,16.9228489381,0.5
cycliste_azq36,0,61,femme,13.6635790941,11.8343375257,0.5
cycliste_azqcb,-0.5,79,femme,16.1631263813,4.75402304447,0.5
cycliste_azsf9,6,33,homme,3.38706728491,29.0661257549,0.5
cycliste_azrb9,0,44,homme,17.8380045023,20.3864685757,0.5
cycliste_azyq8,2,21,homme,0.99430388618,20.782570785,0.5
cycliste_azsdb,-0.5,69,homme,4.51827155847,12.8151995388,0.5
cycliste_azoc9,0,47,homme,10.2967729622,20.6705871832,0.5
cycliste_azey9,2,36,femme,2.42989389967,15.4861888144,0.5
cycliste_azi37,4,40,homme,10.1159745072,23.4234255653,0.5
cycliste_azqg8,0,78,homme,5.06700593193,5.98131378408,0.5
cycliste_azpn5,6,42,femme,9.57962258183,25.0051292372,0.5
cycliste_azqm9,2,73,homme,11.2171155595,21.9797348687,0.5
cycliste_azrjx,-0.5,36,homme,0.0935088019254,11.4697101563,0.5
cycliste_aztqk,6,66,femme,2.4602074436,19.1390590904,0.5
cycliste_azu59,4,20,homme,5.79153388952,25.724115314,0.5
cycliste_azuop,0,37,femme,8.54052691604,14.6611013071,0.5
cycliste_aztpg,4,71,homme,5.13647651898,8.29903328687,0.5
cycliste_azex6,0,78,homme,7.59583935378,15.5793359096,0.5
cycliste_azry2,6,26,homme,4.88120447153,31.0993982737,0.5
cycliste_azum1,-0.5,67,femme,12.0007887478,7.78975484238,0.5
cycliste_azopc,2,31,femme,11.9957140467,22.4758523314,0.5
cycliste_azun9,4,28,femme,6.94912912667,28.267485218,0.5
cycliste_azejw,4,78,femme,6.50965272132,7.30037476711,0.5
cycliste_azi68,2,56,homme,7.60685446658,16.3029876529,0.5
cycliste_azsdw,6,28,femme,10.8666443279,25.315211105,0.5
cycliste_aztm3,-0.5,43,homme,3.74714057163,23.1443969355,0.5
cycliste_azuwb,2,49,femme,12.0195912817,13.5296789005,0.5
cycliste_aztdx,6,74,homme,11.8864939141,22.5876270105,0.5
cycliste_azimn,-0.5,20,femme,6.517079851,17.9406757798,0.5
cycliste_aztf5,2,72,homme,4.02492441578,19.8408262863,0.5
cycliste_azen0,4,44,homme,8.66347803611,21.1214736215,0.5
cycliste_aztj8,-0.5,42,femme,4.21907708775,14.1051484378,0.5
cycliste_azih9,4,45,femme,2.69532419276,17.7080611152,0.5
cycliste_azyus,0,62,homme,9.91123958069,13.363431817,0.5
cycliste_azef1,4,44,femme,9.02503161883,20.8978686159,0.5
cycliste_aztin,4,22,femme,15.3230574652,17.4472751584,0.5
cycliste_aztj6,-0.5,72,homme,11.8437863814,13.8621895034,0.5
cycliste_azukb,2,23,femme,7.89591756423,23.7490542377,0.5
cycliste_azqw5,4,66,homme,2.76263771256,6.41714896958,0.5
cycliste_azth4,4,68,homme,3.66340280376,12.0416223347,0.5
cycliste_azuq6,-0.5,80,femme,1.59425813022,10.2808792185,0.5
cycliste_azyup,-0.5,20,femme,9.06322157057,18.3770287523,0.5
cycliste_azeoj,2,46,homme,10.8605645639,21.9273197493,0.5
cycliste_azqn2,-0.5,63,homme,11.3967764047,10.1050426407,0.5
cycliste_aztui,-0.5,24,homme,7.75144252449,24.1470320147,0.5
cycliste_azex1,2,22,homme,19.0237471523,23.2032838178,0.5
cycliste_azuc3,4,35,femme,11.6570133475,14.2812148071,0.5
cycliste_azsd3,0,62,homme,6.69592435691,4.25093494404,0.5
cycliste_aztcb,2,75,femme,19.2272685896,16.0985625461,0.5
cycliste_azyl7,0,17,femme,13.036098003,16.7617724254,0.5
cycliste_azqw9,6,66,homme,7.35567067643,27.7577136336,0.5
cycliste_azylm,0,71,femme,11.1196515199,8.48315736537,0.5
cycliste_azrm9,4,50,femme,7.9349259034,19.7166353606,0.5
cycliste_azov9,2,24,femme,9.36354966628,20.7627016382,0.5
cycliste_azpc0,0,35,homme,12.8454023935,15.3390647158,0.5
cycliste_azegk,0,20,femme,8.07585521082,19.2436795759,0.5
cycliste_aze70,-0.5,37,femme,10.1405356347,17.9158457744,0.5
cycliste_azyo4,0,29,femme,8.59400897606,10.0449284509,0.5
cycliste_azeu4,2,61,homme,6.48338675138,13.4487692252,0.5
cycliste_aztv8,-0.5,56,femme,7.82790609714,10.3194787887,0.5
cycliste_azoh2,2,19,femme,5.75858707848,21.9883171072,0.5
cycliste_azrdm,4,65,femme,11.1865205119,14.566829887,0.5
cycliste_azq12,2,64,femme,10.6551843074,16.2312140583,0.5
cycliste_azqs7,4,39,homme,2.22285187429,23.2197280267,0.5
cycliste_azsf4,2,31,homme,9.44007200493,30.1222500501,0.5
cycliste_azyo7,0,52,homme,4.05577691519,6.38568110492,0.5
cycliste_azud3,4,46,femme,13.2132560408,13.6861862998,0.5
cycliste_aztpc,-0.5,20,femme,9.30083227206,16.8877646271,0.5
cycliste_azqg7,0,73,homme,11.3828615709,18.7202126733,0.5
cycliste_azuh6,-0.5,70,femme,8.11384971397,9.1111286722,0.5
cycliste_azps6,6,75,femme,17.0351810659,18.3759787769,0.5
cycliste_azus7,-0.5,61,femme,5.75415611138,8.46814654319,0.5
cycliste_azey7,0,59,homme,9.52100989432,10.1090140372,0.5
cycliste_azoj2,2,58,femme,5.6055102767,12.0069142527,0.5
cycliste_azup0,2,40,homme,7.8628460759,18.7364072725,0.5
cycliste_azodm,0,34,femme,11.3274201749,25.2682273413,0.5
cycliste_azti3,2,67,homme,10.3262656304,14.8242696234,0.5
cycliste_aziwv,0,63,femme,12.3974797674,8.00183586973,0.5
cycliste_azsf3,4,41,homme,8.05831867026,23.7971015723,0.5
cycliste_azih7,-0.5,41,femme,4.28552124648,14.9463009367,0.5
cycliste_azo50,6,58,femme,13.6898753277,22.2734205671,0.5
cycliste_azq18,-0.5,32,homme,-1.96281489789,22.4649829589,0.5
cycliste_azu15,-0.5,39,homme,4.08621611505,18.864885365,0.5
cycliste_azto7,0,51,femme,8.0326658268,9.97589832777,0.5
cycliste_azrtf,6,70,homme,5.66842317248,22.6763973382,0.5
cycliste_azti2,6,27,homme,3.92777093456,33.7217090623,0.5
cycliste_azykw,-0.5,28,homme,2.57443802686,26.9787958783,0.5
cycliste_azty3,0,33,homme,11.6429779264,22.5626643603,0.5
cycliste_azrpq,-0.5,39,femme,7.23110998437,20.2679997261,0.5
cycliste_azrc9,-0.5,32,femme,5.79460741134,18.6270101668,0.5
cycliste_azefl,2,74,homme,2.55387156994,17.189291886,0.5
cycliste_azyuq,0,52,femme,6.54376065157,9.528984016,0.5
cycliste_azp13,-0.5,20,homme,9.45970226691,25.6052785801,0.5
cycliste_aziqm,-0.5,52,homme,3.95258630381,14.8325373699,0.5
cycliste_azuqv,4,63,femme,15.6022610851,12.0306898981,0.5
cycliste_azru0,2,61,homme,11.9059359667,21.8442597252,0.5
cycliste_aztiv,0,18,femme,10.4577057206,14.460022445,0.5
cycliste_azycb,6,36,homme,8.21400357812,28.8332192829,0.5
cycliste_azrsk,6,55,femme,10.4654377646,21.7578171946,0.5
cycliste_azriq,6,19,femme,4.42753843173,28.3598939649,0.5
cycliste_azpq0,4,62,femme,11.1425515785,16.1511829574,0.5
cycliste_azuo1,4,80,homme,19.8685819451,12.9429500365,0.5
cycliste_azr10,2,43,homme,15.3764755505,14.4058055126,0.5
cycliste_azyw0,4,59,femme,0.560081663408,10.7204864284,0.5
cycliste_azrl9,-0.5,21,homme,5.04790249,21.3740821522,0.5
cycliste_azr79,-0.5,23,femme,10.5512925938,22.4752130712,0.5
cycliste_azsfk,-0.5,33,homme,9.28404106015,22.2508657909,0.5
cycliste_azuqn,2,30,femme,10.3578467929,20.2337715047,0.5
cycliste_azys1,2,77,homme,3.73753707067,22.1046768373,0.5
cycliste_azedv,2,46,homme,6.44112809913,24.2135488884,0.5
cycliste_aztf4,0,22,femme,7.70427013738,22.559386975,0.5
cycliste_azth1,2,38,femme,9.35614849049,19.2639121351,0.5
cycliste_azry1,4,38,homme,2.61276197705,29.47615884,0.5
cycliste_azqgm,4,68,femme,7.81788710514,8.82840386638,0.5
cycliste_azpcv,4,35,homme,3.85718945985,30.1462850171,0.5
cycliste_azerx,4,55,homme,8.08885784432,19.2419563061,0.5
cycliste_azykm,2,31,femme,12.1966563099,20.4151473742,0.5
cycliste_azeqm,2,78,homme,5.58527243815,16.4046718786,0.5
cycliste_aztx6,-0.5,33,femme,15.3874577635,15.8905571753,0.5
cycliste_azpqg,2,44,femme,17.1362533235,15.2193373773,0.5
cycliste_azio7,-0.5,67,femme,9.02271576828,12.0599918074,0.5
cycliste_azen9,4,64,femme,-1.35844150106,17.2975472088,0.5
cycliste_azufb,2,79,homme,5.38383538398,10.7177063517,0.5
cycliste_azrgk,2,33,homme,5.51334495567,30.0725113528,0.5
cycliste_azpf4,2,73,femme,12.7241370373,7.01268755595,0.5
cycliste_azecv,-0.5,78,homme,7.97000917217,6.15966781993,0.5
cycliste_azofb,4,60,femme,7.44375478667,14.4385416754,0.5
cycliste_azid4,2,54,homme,4.97213538751,19.6666037941,0.5
cycliste_aztf3,4,28,femme,7.27722303252,23.4554217841,0.5
cycliste_azuiv,6,19,femme,9.39453340235,22.027259736,0.5
cycliste_azrip,-0.5,45,femme,10.6420728625,12.4463033332,0.5
cycliste_azrj8,2,16,homme,-0.829028083144,26.5135374393,0.5
cycliste_azq68,4,56,femme,10.7348616737,14.870555065,0.5
cycliste_azyum,0,75,femme,17.8203197305,10.5990270688,0.5
cycliste_azok8,2,48,femme,6.23482294317,11.7235184922,0.5
cycliste_azqx8,6,20,homme,9.33632498618,24.8486910462,0.5
cycliste_azyim,-0.5,57,femme,11.2968962437,11.1012983188,0.5
cycliste_azpf2,2,20,femme,10.7946496131,20.5025382346,0.5
cycliste_azerp,0,54,femme,15.0733755019,11.8657693099,0.5
cycliste_azrw5,0,59,femme,11.4055697618,9.49327485103,0.5
cycliste_azerj,0,38,femme,4.96158341327,14.3790099085,0.5
cycliste_azeqv,6,22,femme,10.4093879383,21.1281716416,0.5
cycliste_azy14,-0.5,47,homme,8.95343523992,23.4923677237,0.5
cycliste_azpk6,4,57,homme,1.16869059153,19.03356138,0.5
cycliste_azyf2,4,40,homme,12.5623121365,22.3321281723,0.5
cycliste_azeyv,4,28,homme,17.1529928204,27.0986408998,0.5
cycliste_azop4,4,32,homme,3.96584434491,36.1909731015,0.5
cycliste_azy67,2,63,homme,11.0279356019,16.0610678417,0.5
cycliste_aze35,4,72,homme,1.09319881394,15.4332217991,0.5
cycliste_azrtd,4,58,femme,12.5208202678,13.7782104457,0.5
cycliste_azpv2,4,49,homme,3.17773164305,23.2766050596,0.5
cycliste_aztv1,2,25,femme,-0.977076608284,24.1652372438,0.5
cycliste_aztb7,4,75,femme,10.3370202823,17.1817812154,0.5
cycliste_aztd5,4,15,homme,4.02618922925,36.9610467016,0.5
cycliste_azei4,4,70,femme,8.4967531977,16.9081167054,0.5
cycliste_azrfj,-0.5,30,femme,7.32909891784,18.1446630821,0.5
cycliste_azeub,-0.5,48,homme,9.205238254,17.9891134409,0.5
cycliste_azon1,6,33,homme,12.4570184719,33.2635551177,0.5
cycliste_azps9,4,54,femme,10.4543231185,16.7889724153,0.5
cycliste_azrv8,4,48,homme,4.30009145502,21.5047123556,0.5
cycliste_azipv,-0.5,21,homme,14.931014171,22.4570326438,0.5
cycliste_azrq0,6,47,femme,8.58178500528,29.7008304222,0.5
cycliste_azrdc,0,46,femme,17.3417636678,17.5830987243,0.5
cycliste_azyqw,6,64,femme,5.89718457609,16.1588625058,0.5
cycliste_azox1,6,65,femme,10.558590649,15.9924751895,0.5
cycliste_azpgw,6,20,homme,3.47133621404,22.4414131277,0.5
cycliste_azuvb,6,77,femme,9.25491596413,11.5622473256,0.5
cycliste_azpfg,6,21,femme,8.83302117372,23.2462802049,0.5
cycliste_azyjl,-0.5,60,homme,5.33931264117,5.82915539774,0.5
cycliste_aztcn,6,38,homme,5.03758982976,15.6773923948,0.5
cycliste_azo70,4,30,homme,6.10112850009,29.502894848,0.5
cycliste_azp48,-0.5,68,femme,9.28930218504,12.5161392547,0.5
cycliste_azisv,-0.5,66,femme,14.7248217146,10.4174372202,0.5
cycliste_azejm,-0.5,36,homme,3.56824652728,23.4276863919,0.5
cycliste_aztd8,4,24,homme,2.29979892627,33.4090085271,0.5
cycliste_azeo8,0,69,femme,7.52488882993,7.98817497022,0.5
cycliste_azub5,2,80,homme,13.0679909565,12.3487769628,0.5
cycliste_azpkn,2,22,femme,14.4692682124,16.1132431872,0.5
cycliste_azyqh,2,39,homme,8.13314696908,17.7393400048,0.5
cycliste_azyux,6,43,homme,7.89483025015,31.9086994614,0.5
cycliste_aze14,-0.5,19,femme,7.54998103672,18.6046755657,0.5
cycliste_azt10,0,72,femme,14.0455849444,11.7201952984,0.5
cycliste_azrwb,6,35,femme,9.32587541304,20.3866159634,0.5
cycliste_azros,0,33,homme,2.87792615757,20.225584101,0.5
cycliste_azri6,-0.5,55,femme,10.3436859717,15.4664261911,0.5
cycliste_azty0,-0.5,26,homme,8.80197940344,23.9651134863,0.5
cycliste_azig9,2,35,homme,3.32860740318,22.1758788522,0.5
cycliste_azip0,4,46,femme,12.8232261586,17.2888738602,0.5
cycliste_azrqx,2,20,homme,7.80708947463,26.4271937789,0.5
cycliste_azif3,0,79,femme,9.40237450219,11.2256520824,0.5
cycliste_aztyl,2,15,homme,6.97444536526,32.7439689674,0.5
cycliste_azetl,6,63,femme,8.54355482729,15.7206305834,0.5
cycliste_aze28,6,52,homme,-3.50688345219,21.897390947,0.5
cycliste_azrt5,6,66,homme,1.4217383267,18.8878246519,0.5
cycliste_azoqn,4,29,femme,8.30959078963,17.5718626462,0.5
cycliste_azi78,2,39,femme,8.47558360231,17.3977094217,0.5
cycliste_azrfg,0,68,homme,3.79673567038,19.1853926681,0.5
cycliste_azov7,0,64,femme,16.1118397696,11.7735617528,0.5
cycliste_azuhv,2,56,homme,8.79561579675,11.0179149654,0.5
cycliste_azom0,0,30,homme,10.3833064821,20.9615029075,0.5
cycliste_azrto,-0.5,41,homme,5.06913681595,21.3180133876,0.5
cycliste_azrmc,4,24,femme,8.83647970313,27.5559651684,0.5
cycliste_azy13,6,26,femme,9.37257423599,25.1839924736,0.5
cycliste_azo12,0,41,homme,3.52426730992,18.758410659,0.5
cycliste_aztqg,2,39,homme,11.6053150078,22.5142399308,0.5
cycliste_azim4,-0.5,57,homme,9.8238584879,16.2900067882,0.5
cycliste_azos4,0,53,femme,8.70131861021,6.46347537554,0.5
cycliste_azis9,6,63,homme,7.4691697124,20.5792748222,0.5
cycliste_aztdj,6,72,homme,13.9956615307,26.5148659999,0.5
cycliste_azyij,2,34,homme,9.28276504632,24.6112603826,0.5
cycliste_azoj8,-0.5,35,femme,3.3741869622,10.1435078277,0.5
cycliste_azeyh,0,45,homme,3.22541723848,19.1777463039,0.5
cycliste_azt20,-0.5,79,homme,12.3503581637,8.46592394095,0.5
cycliste_azylv,0,52,homme,10.0938409013,6.82960876438,0.5
cycliste_azpw5,6,50,homme,2.89931098797,28.0751398426,0.5
cycliste_azqfm,6,15,homme,6.52231040453,19.1216002439,0.5
cycliste_aztb8,6,33,homme,10.6121427514,31.2296780144,0.5
cycliste_azum4,-0.5,60,femme,10.6911949231,12.5830376916,0.5
cycliste_azqm8,4,66,femme,8.74165648445,15.7806909112,0.5
cycliste_azrt3,4,39,femme,6.3244962446,22.476092424,0.5
cycliste_azpk2,2,54,homme,3.26240546804,7.47896892848,0.5
cycliste_azux1,6,25,femme,7.07173122202,23.4676885881,0.5
cycliste_azuqf,4,70,femme,9.93233568081,12.9229269642,0.5
cycliste_azod1,2,37,femme,8.01462329713,16.383077423,0.5
cycliste_azql2,2,77,femme,3.23321363073,14.2546476627,0.5
cycliste_aztv3,2,60,homme,0.0118990606287,17.5947248507,0.5
cycliste_azqfw,0,58,femme,14.8394541643,16.3756717411,0.5
cycliste_azio8,0,50,femme,14.314588794,11.1810174892,0.5
cycliste_azei6,4,31,homme,12.6995694695,30.1352489286,0.5
cycliste_azrc8,-0.5,23,homme,8.22434315747,19.329455652,0.5
cycliste_azydf,-0.5,73,femme,11.658524513,12.0940265787,0.5
cycliste_azo27,0,20,homme,10.58132427,20.0031284135,0.5
cycliste_azov6,2,21,homme,4.95590976668,32.488774239,0.5
cycliste_azuhm,4,69,femme,11.5005064165,16.277615929,0.5
cycliste_azec7,4,22,homme,10.1414132746,23.1187675895,0.5
cycliste_azufm,4,40,homme,7.88414257157,20.3248375441,0.5
cycliste_azr56,6,66,femme,10.7518505249,17.8023689499,0.5
cycliste_azsdf,2,16,homme,3.01957664525,29.0279998807,0.5
cycliste_azum0,0,56,homme,4.48779462264,15.95137452,0.5
cycliste_aztil,6,65,femme,9.15951193786,12.6759229745,0.5
cycliste_azifl,2,54,femme,8.04654269031,16.6730467291,0.5
cycliste_azeg1,2,67,homme,2.88051388493,19.1673765609,0.5
cycliste_aztkl,-0.5,34,femme,6.66189492875,15.2897108637,0.5
cycliste_azin7,2,27,homme,6.69396717714,18.9004988883,0.5
cycliste_azyjx,6,56,femme,7.09671392304,15.1848293112,0.5
cycliste_azp79,0,65,femme,13.7284708491,7.32694088382,0.5
cycliste_azt70,-0.5,54,femme,15.4441761717,8.95932310603,0.5
cycliste_azojm,0,45,femme,7.14436746565,10.5413153043,0.5
cycliste_aztc3,2,48,femme,12.7242814764,16.246906333,0.5
cycliste_azyu5,4,48,homme,7.53699642748,22.7981786517,0.5
cycliste_azup4,-0.5,63,homme,1.77970292519,10.5008867532,0.5
cycliste_azpx5,-0.5,57,homme,7.38128012302,11.2545413054,0.5
cycliste_aziw3,2,64,femme,10.8890587159,9.52299699523,0.5
cycliste_aziw2,4,45,homme,9.77747675993,21.675848241,0.5
cycliste_azyhn,0,52,homme,6.86770891416,17.7897726273,0.5
cycliste_azyih,4,23,femme,4.95161855374,21.6162120111,0.5
cycliste_aztq0,-0.5,44,femme,9.61185264639,13.0619182604,0.5
cycliste_azups,4,36,femme,10.823980606,17.4930810237,0.5
cycliste_azoph,6,62,femme,9.32333663416,16.8302951495,0.5
cycliste_azel9,-0.5,72,homme,4.15039673845,13.8825592373,0.5
cycliste_azegn,2,68,femme,12.1409546282,12.2874631663,0.5
cycliste_azpgh,2,25,homme,5.09536940812,30.7542858563,0.5
cycliste_aztf8,4,33,homme,2.31654500862,29.3807708806,0.5
cycliste_azrsc,0,41,femme,7.63201856827,18.7946434391,0.5
cycliste_azos3,4,62,homme,8.17218096775,17.037770645,0.5
cycliste_azq37,0,80,femme,14.0464130498,10.1438529487,0.5
cycliste_azyf6,2,50,femme,6.59539116006,17.9608903399,0.5
cycliste_azrti,2,79,homme,13.2202976064,16.1969416924,0.5
cycliste_azuhj,2,68,homme,2.83685158467,15.205506695,0.5
cycliste_azod3,4,80,homme,4.89612651574,18.7640013503,0.5
cycliste_azerh,4,17,homme,9.21422726655,33.0481862415,0.5
cycliste_aztlw,6,62,homme,4.10250405538,23.9539986948,0.5
cycliste_azun3,6,60,homme,7.33914405336,22.1711994497,0.5
cycliste_aztkb,6,68,homme,4.39318149065,21.4851023925,0.5
cycliste_azq13,2,68,homme,12.1865336691,17.4086136289,0.5
cycliste_azpfl,2,27,femme,9.16400595837,19.8839881188,0.5
cycliste_aztgh,0,45,homme,2.66464999601,16.0393561993,0.5
cycliste_azris,2,31,homme,7.18213977574,30.4103083799,0.5
cycliste_azekw,6,30,homme,-0.683666265234,33.4278275325,0.5
cycliste_azoh7,-0.5,56,femme,8.74876612811,12.0940204671,0.5
cycliste_azy34,2,38,homme,2.23118033517,24.6143912519,0.5
cycliste_azudf,0,35,homme,3.33578256836,24.5279513811,0.5
cycliste_azet8,0,74,femme,12.7451412988,7.43792561705,0.5
cycliste_aztwc,6,59,homme,14.5146308383,19.2270112871,0.5
cycliste_azeqw,-0.5,55,homme,5.34733850537,16.4694703893,0.5
cycliste_azpfv,2,68,femme,12.0914123153,10.4352914055,0.5
cycliste_azeif,4,56,homme,-0.51830396839,15.060521654,0.5
cycliste_azrb4,0,49,femme,7.59044161959,9.31467165575,0.5
cycliste_aztuv,4,17,femme,8.7766531955,20.6149912196,0.5
cycliste_azph7,0,34,homme,8.66883387354,24.1946421184,0.5
cycliste_azesv,4,33,femme,18.2638430794,30.2476041298,0.5
cycliste_aztg0,-0.5,35,homme,6.68788829007,27.2026174643,0.5
cycliste_azqn5,-0.5,19,femme,6.20599176519,19.7738382111,0.5
cycliste_azep6,2,41,femme,17.0629325212,18.1305187843,0.5
cycliste_azyjc,0,41,homme,7.25246788601,21.768273257,0.5
cycliste_aztj0,2,20,femme,4.3081191745,17.7607252518,0.5
cycliste_azert,-0.5,56,homme,5.14288501339,12.6690641806,0.5
cycliste_azrib,-0.5,50,homme,6.6263264703,13.9565722994,0.5
cycliste_azqsc,0,51,homme,8.88431949023,11.0956330993,0.5
cycliste_azyv5,2,19,homme,8.56804951093,28.6433729704,0.5
cycliste_azeiq,2,30,homme,7.16968834028,26.5112723988,0.5
cycliste_azeu5,-0.5,69,homme,7.88684321531,15.0830760657,0.5
cycliste_azosn,6,79,femme,10.486114895,25.169223214,0.5
cycliste_azokw,2,78,homme,11.2517991795,13.8483494721,0.5
cycliste_azyn8,0,68,homme,3.90090733672,20.3628120756,0.5
cycliste_azef4,0,54,femme,5.67888823025,11.9157693857,0.5
cycliste_azow4,0,62,homme,12.5996276179,13.8644091616,0.5
cycliste_azob2,2,33,homme,12.3111155191,26.2001092045,0.5
cycliste_azq30,4,77,femme,7.33216380694,13.9884594263,0.5
cycliste_azqjk,4,51,homme,6.7752554225,24.047517915,0.5
cycliste_azrlb,0,70,homme,9.6900268051,12.3267652874,0.5
cycliste_azrq4,-0.5,32,femme,13.4427875789,17.9058388967,0.5
cycliste_aztox,2,80,femme,8.36937382738,13.0827465628,0.5
cycliste_azip4,6,53,homme,4.19627946186,17.9099123672,0.5
cycliste_azix0,0,43,femme,8.47091079087,16.3590882669,0.5
cycliste_azpj1,6,80,homme,9.22156473084,19.1512665694,0.5
cycliste_azyg1,2,58,femme,17.4078224945,14.4172871464,0.5
cycliste_azthl,-0.5,76,femme,8.42413535873,9.29941528401,0.5
cycliste_azpmb,-0.5,55,homme,5.4545640824,13.4994075739,0.5
cycliste_azifh,-0.5,77,femme,8.5428270744,5.46841781769,0.5
cycliste_azrgb,2,26,homme,6.22621895837,22.4579368615,0.5
cycliste_azrum,4,72,femme,13.4029241001,14.5842969286,0.5
cycliste_azixn,2,38,femme,0.369314899753,14.0153635636,0.5
cycliste_azuk1,4,56,homme,5.46975835946,19.4431293234,0.5
cycliste_azein,2,63,femme,9.10497186915,20.2100471688,0.5
cycliste_azru1,-0.5,47,homme,5.40274787068,25.4643579936,0.5
cycliste_azifm,6,45,femme,11.8587205425,20.8051170285,0.5
cycliste_azqsx,4,17,femme,10.6786558552,24.7616851512,0.5
cycliste_azp38,0,44,femme,3.17058475078,13.7883095805,0.5
cycliste_azpf8,-0.5,52,homme,3.0431121343,17.4644499757,0.5
cycliste_azqxb,-0.5,75,femme,13.9114367154,10.2703923851,0.5
cycliste_azsfl,2,74,homme,14.6347583688,21.103162288,0.5
cycliste_azuiq,2,45,femme,10.8426219273,19.1612122946,0.5
cycliste_azp27,2,35,homme,2.92129718543,21.8564523763,0.5
cycliste_azrl1,2,30,homme,7.94180159614,24.7877794747,0.5
cycliste_aziq8,4,16,homme,4.99983249537,27.47175917,0.5
cycliste_azerc,2,72,homme,9.35574399884,18.0808062145,0.5
cycliste_azrtx,-0.5,40,homme,2.43118361825,16.4588272086,0.5
cycliste_azpm9,4,37,homme,8.96328620056,20.0333189686,0.5
cycliste_azyc5,2,27,homme,9.3380507666,23.3666451299,0.5
cycliste_aztw7,-0.5,21,femme,9.37696234839,19.2718583016,0.5
cycliste_azrdh,-0.5,66,homme,6.73799106978,12.6982339953,0.5
cycliste_azrx1,6,15,homme,-0.487505157696,38.1621592529,0.5
cycliste_azrm1,-0.5,16,homme,9.97282981635,21.7079365521,0.5
cycliste_azy40,4,29,homme,5.90361651779,32.4029837036,0.5
cycliste_azox3,2,34,homme,4.06385722422,28.5485523582,0.5
cycliste_azthj,2,80,homme,5.3979101587,16.1574100852,0.5
cycliste_azr34,4,30,homme,9.10700444704,27.7202741004,0.5
cycliste_azty7,6,40,femme,5.49221914012,15.222118588,0.5
cycliste_azrov,6,31,homme,9.59638132385,23.3856508246,0.5
cycliste_azrjk,4,45,femme,11.2050569653,22.0490232232,0.5
cycliste_azpg7,2,70,homme,3.88482338215,16.1995578801,0.5
cycliste_azqb2,-0.5,27,femme,7.83889935207,20.0724318938,0.5
cycliste_azp37,0,30,femme,5.97713932354,17.6384407228,0.5
cycliste_azqfn,4,62,homme,10.3796596416,18.3048727712,0.5
cycliste_aze68,2,27,homme,4.67383592821,26.9433964163,0.5
cycliste_azyj8,4,30,homme,7.9669099294,30.4410956915,0.5
cycliste_azpdh,0,24,femme,3.24802870661,16.3120585098,0.5
cycliste_azqjx,-0.5,46,homme,5.08711987076,17.4952798517,0.5
cycliste_azo14,2,15,homme,10.3882195173,29.4246606269,0.5
cycliste_azyu1,6,74,femme,11.7573567132,21.7048008545,0.5
cycliste_azphm,0,25,femme,12.4836796788,24.3439909975,0.5
cycliste_azisl,0,52,femme,12.7085915344,10.0430043863,0.5
